C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_120.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_120.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_120.jpg,0,0,0,4.558149E-07
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_186.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_186.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_186.jpg,0,0,0,5.596133E-06
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_255.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_255.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_255.jpg,0,0,0,3.70799E-06
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_324.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_324.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_324.jpg,0,0,0,2.35224E-07
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_394.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_394.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_394.jpg,0,0,0,2.519163E-05
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_463.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_463.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_463.jpg,0,0,0,1.345739E-06
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_532.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_532.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_532.jpg,0,0,0,1.077377E-05
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_601.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_601.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_601.jpg,0,0,0,5.128151E-06
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_670.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_670.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_670.jpg,0,0,0,2.448328E-06
C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\center_2018_01_04_15_20_38_740.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\left_2018_01_04_15_20_38_740.jpg,C:\Users\sebastien\Documents\NVIDIA_GPU\TransferLearning\data\IMG\right_2018_01_04_15_20_38_740.jpg,0,0,0,1.172706E-06
